"date","time","slot","pillar","angle","title","audience","risk","timing","reserve","evidenceTerms","searchTerms","authority","occurrence","curationStatus"
"2026-09-01","11:30","2","social_security","foundation","Unemployment-benefit basics: a plain-English explanation","workers and freelancers","high","evergreen","none","unemployment benefit basics","Segurança Social | declaração trimestral | contribuições | NISS | desemprego","Segurança Social, gov.pt, or Diário da República","1","curated_90_day"
"2026-09-01","14:30","3","driving_transport","action","What happens when a foreign licence expires: a practical step-by-step checklist","drivers and commuters","medium","evergreen","none","happens foreign licence","IMT | carta de condução | IUC | veículo | Via Verde","IMT, Autoridade Tributária, gov.pt, or Diário da República","1","curated_90_day"
"2026-09-01","18:00","4","education_children","edge_case","School starts between 11 and 15 September: family admin checklist","families and students","medium","official_locked","date_locked","matrículas | Portal das Matrículas | educação","matrícula escolar | educação | equivalência | reconhecimento | MEGA","https://www.dgeste.mec.pt/wp-content/uploads/2024/07/despacho8368-2024-07-25-calendario-escolar-2024-25-2027-28.pdf","1","curated_90_day"
"2026-09-01","21:00","5","employment","audience","Recognising unpaid-trial scams for employees and job seekers","employees and job seekers","medium","evergreen","none","contrato de trabalho | Código do Trabalho","contrato de trabalho | emprego | salário | férias | desemprego","ACT, Segurança Social, IEFP, gov.pt, or Diário da República","1","curated_90_day"
"2026-09-02","08:30","1","iva","foundation","Checking a customer in VIES: a plain-English explanation","freelancers and small businesses","high","evergreen","none","checking customer | VIES","IVA | CIVA | artigo 53 | declaração periódica | VIES","Autoridade Tributária or Diário da República","1","curated_90_day"
"2026-09-02","11:30","2","employment","action","Employee plus freelance income: a practical step-by-step checklist","employees and job seekers","medium","evergreen","none","contrato de trabalho | Código do Trabalho","contrato de trabalho | emprego | salário | férias | desemprego","ACT, Segurança Social, IEFP, gov.pt, or Diário da República","1","curated_90_day"
"2026-09-02","14:30","3","identity_access","edge_case","Changing the temporary Finanças password: mistakes, exceptions and edge cases","new residents","medium","evergreen","none","changing temporary finanças","NIF | NISS | Chave Móvel Digital | Portal das Finanças | Segurança Social Direta","gov.pt, Autoridade Tributária, Segurança Social, or Autenticação.gov as applicable","1","curated_90_day"
"2026-09-02","18:00","4","irs","audience","Missed an IRS payment shown on your notice? Check the official next step","people filing personal income tax","high","official_locked","date_locked","IRS | Imposto sobre o Rendimento das Pessoas Singulares","IRS | Modelo 3 | e-Fatura | Anexo J | IRS Automático","https://info.portaldasfinancas.gov.pt/pt/apoio_contribuinte/calendario_fiscal/Pages/Quadro_res_Pag_2026.aspx","1","curated_90_day"
"2026-09-02","21:00","5","health_family","golden_tip","Using SNS 24: one golden tip and what to verify","individuals and families","medium","evergreen","none","using | SNS","SNS | centro de saúde | médico de família | nascimento | família","SNS, SNS 24, gov.pt, or Diário da República","1","curated_90_day"
"2026-09-03","08:30","1","housing_property","action","What IMT is: a practical step-by-step checklist","renters and property owners","high","evergreen","none","IMT | Imposto Municipal sobre as Transmissões","arrendamento | IMI | AIMI | IMT | imóvel | habitação","Autoridade Tributária, gov.pt, Diário da República, or the responsible municipality","1","curated_90_day"
"2026-09-03","11:30","2","education_children","edge_case","Renewing school enrolment: mistakes, exceptions and edge cases","families and students","medium","evergreen","none","matrículas | Portal das Matrículas | educação","matrícula escolar | educação | equivalência | reconhecimento | MEGA","Direção-Geral da Educação, DGES, gov.pt, or Diário da República","1","curated_90_day"
"2026-09-03","14:30","3","freelance_business","audience","Closing freelance activity for freelancers and solo founders","freelancers and solo founders","high","evergreen","none","closing freelance activity","trabalhador independente | abrir atividade | recibos verdes | CAE | CIRS","Autoridade Tributária, Segurança Social, gov.pt, or Diário da República","1","curated_90_day"
"2026-09-03","18:00","4","banking_money","golden_tip","NEWS RESERVE — fallback: Bank fees and account packages: one golden tip and what to verify","people managing money in Portugal","medium","news_flex","breaking_news","Banco de Portugal | IBAN | SEPA","Banco de Portugal | SEPA | conta bancária | IBAN | crédito","Official-source verification required; otherwise use fallback","1","curated_90_day"
"2026-09-03","21:00","5","daily_life_consumer","foundation","Using ePortugal to find public services: a plain-English explanation","everyone living in Portugal","low","evergreen","none","using eportugal public | ePortugal","ePortugal | Livro de Reclamações | ANACOM | energia | telecomunicações","gov.pt, Direção-Geral do Consumidor, ANACOM, ERSE, or the responsible municipality","1","curated_90_day"
"2026-09-04","08:30","1","health_family","edge_case","Registering a birth: mistakes, exceptions and edge cases","individuals and families","medium","evergreen","none","registering birth","SNS | centro de saúde | médico de família | nascimento | família","SNS, SNS 24, gov.pt, or Diário da República","1","curated_90_day"
"2026-09-04","11:30","2","immigration_residency","audience","Visa versus residence permit for international residents","international residents","high","evergreen","none","AIMA | autorização de residência","AIMA | autorização de residência | visto | reagrupamento familiar | CPLP","AIMA, gov.pt, Diário da República, or IRN as applicable","1","curated_90_day"
"2026-09-04","14:30","3","social_security","golden_tip","Correcting a quarterly declaration: one golden tip and what to verify","workers and freelancers","high","evergreen","none","Segurança Social | declaração trimestral","Segurança Social | declaração trimestral | contribuições | NISS | desemprego","Segurança Social, gov.pt, or Diário da República","1","curated_90_day"
"2026-09-04","18:00","4","driving_transport","foundation","NEWS RESERVE — fallback: Electronic tolls for foreign vehicles: a plain-English explanation","drivers and commuters","medium","news_flex","breaking_news","electronic tolls foreign","IMT | carta de condução | IUC | veículo | Via Verde","Official-source verification required; otherwise use fallback","1","curated_90_day"
"2026-09-04","21:00","5","education_children","action","National-exam administration: a practical step-by-step checklist","families and students","medium","evergreen","none","national administration","matrícula escolar | educação | equivalência | reconhecimento | MEGA","Direção-Geral da Educação, DGES, gov.pt, or Diário da República","1","curated_90_day"
"2026-09-05","08:30","1","daily_life_consumer","audience","Keeping proof of cancellation for everyone living in Portugal","everyone living in Portugal","low","evergreen","none","keeping proof cancellation","ePortugal | Livro de Reclamações | ANACOM | energia | telecomunicações","gov.pt, Direção-Geral do Consumidor, ANACOM, ERSE, or the responsible municipality","1","curated_90_day"
"2026-09-05","11:30","2","iva","golden_tip","What IVA is: one golden tip and what to verify","freelancers and small businesses","high","evergreen","none","IVA | Imposto sobre o Valor Acrescentado","IVA | CIVA | artigo 53 | declaração periódica | VIES","Autoridade Tributária or Diário da República","1","curated_90_day"
"2026-09-05","14:30","3","employment","foundation","Fixed-term versus permanent contracts: a plain-English explanation","employees and job seekers","medium","evergreen","none","fixed versus permanent","contrato de trabalho | emprego | salário | férias | desemprego","ACT, Segurança Social, IEFP, gov.pt, or Diário da República","1","curated_90_day"
"2026-09-05","18:00","4","identity_access","action","NEWS RESERVE — fallback: Getting a NIF before moving: a practical step-by-step checklist","new residents","medium","news_flex","breaking_news","NIF | número de identificação fiscal","NIF | NISS | Chave Móvel Digital | Portal das Finanças | Segurança Social Direta","Official-source verification required; otherwise use fallback","1","curated_90_day"
"2026-09-05","21:00","5","irs","edge_case","Paying an IRS balance: mistakes, exceptions and edge cases","people filing personal income tax","high","evergreen","none","IRS | Imposto sobre o Rendimento das Pessoas Singulares","IRS | Modelo 3 | e-Fatura | Anexo J | IRS Automático","Autoridade Tributária or Diário da República","1","curated_90_day"
"2026-09-06","08:30","1","citizenship_civil","golden_tip","Residence and citizenship are different processes: one golden tip and what to verify","residents building a long-term life","high","evergreen","none","AIMA | autorização de residência | arrendamento | contrato de arrendamento","IRN | cidadania | nacionalidade | registo civil | Nascer Cidadão","IRN, gov.pt, or Diário da República","1","curated_90_day"
